Rj_CleJour,Rj_Date,"Rj_TypeRando",Rj_NombreParticipants,"Rj_Titre","Rj_NomDuProgramme",Rj_DistanceInferieure,Rj_DistanceCalculee,Rj_DistanceSuperieure,Rj_Unite,Rj_Allure,Rj_HeureDepartAllerA,Rj_HeureChgtArriveeAllerA,Rj_HeureChgtDepartAllerA,Rj_HeureArriveeAllerA,Rj_HeureDepartRetourA,Rj_HeureChgtArriveeRetourA,Rj_HeureChgtDepartRetourA,Rj_HeureArriveeRetourA,"Rj_AllerGareDepart","Rj_AllerChangementNb","Rj_AllerGareArrivee","Rj_Itineraire","Rj_RetourGareDepart","Rj_RetourChangementNb","Rj_RetourGareArrivee","Rj_MultiDates","Rj_HorairesVerification","Rj_Commentaires",Rj_Efface,Rj_SyncLocal,Rj_SyncDistant
31229,2016-08-11,"Surprise",14,,"François Jourdan",23,23,23,1,2,1999/12/30 08:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:00:00,1999/12/30 16:23:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:15:00,"Paris Gare de Lyon",,"Nemours St Pierre (zone 5)","Loing, Grez, Bourron, sentier bleu. Dénivelées.","Moret Veneux les Sablons (zone 5)",,"Paris Gare de Lyon",,,,N,,
31044,2016-08-12,"Journée",14,,"Claude B",35,35,35,1,3,1999/12/30 08:14:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:01:00,1999/12/30 17:14:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:41:00,"Châtelet Les Halles RER B",,"St Rémy lès Chevreuse (zone 5)","L'animateur montera à Bourg la Reine (milieu de train). Dénivelées.","Robinson (zone 3)",,"Châtelet Les Halles",,,,N,,
30906,2016-08-12,"Journée",7,"Le rocher de la Corne Biche","Bruno",30,30,30,1,2,1999/12/30 08:19:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:51:00,1999/12/30 18:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:41:00,"Paris Gare de Lyon",,"Bois le Roi (zone 5)","Traversées de futaies, rochers et dénivelés pour accéder à ce superbe point de vue. Sentier bleu n°7, GR11. Dénivelées.","Fontainebleau Avon (zone 5)",,"Paris Gare de Lyon",,,"IGN 2417 OT.",N,,
31045,2016-08-13,"Journée",32,"En forêt de Fontainebleau","Michèle Baas",5,22,,2,2,1999/12/30 08:19:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:08:00,1999/12/30 17:32:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:15:00,"Paris Gare de Lyon",,"Moret Veneux les Sablons (zone 5) ","Route de la Gravine, de Fontainebleau, du Rapport, du mont Andart. Dénivelées.","Fontainebleau Avon (zone 5) 17h ou",,"Paris Gare de Lyon 17h41 ou",,,"IGN 2417 OT.",N,,
30937,2016-08-13,"Journée",0,"Balade en forêt","Pénélope",24,24,24,1,3,1999/12/30 08:10:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:55:00,1999/12/30 15:38:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 16:42:00,"Paris Austerlitz grandes lignes",,"Dourdan (zone 5)","Abbaye de l'Ouye, étangs Chitries, le Grillon, Gros Chêne, Buttes Blanches.","Dourdan",,"Paris Austerlitz",,,"IGN 2216 ET.",N,,
30957,2016-08-13,"Journée",0,"La vallée de l'Eure","Le Samaritain",20,20,20,1,2,1999/12/30 08:09:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:18:00,1999/12/30 17:55:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:50:00,"Paris Montparnasse",,"La Villette St Prest (hors zone)","St Prest, la Dalonne, Jouy, Soulaires, St Piat.","Maintenon (hors zone)",,"Paris Montparnasse",,,"IGN 2116 O.",N,,
31338,2016-08-13,"Surprise",16,,"Louïs Pel Camignol",20,20,20,1,2,1999/12/30 09:19:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 10:01:00,1999/12/30 17:56:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:41:00,"Paris Gare de Lyon",,"Thomery (zone 5)","Sentiers bleus, improvisations, passage dans les rochers. Dénivelées.","Thomery ",,"Paris Gare de Lyon",,,,N,,
31312,2016-08-14,"Surprise",42,,"Patrick Richard et Claude Richard",14,14,14,1,2,1999/12/30 10:31:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 11:05:00,1999/12/30 17:16:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:46:00,"Châtelet Les Halles RER D",,"Boussy St Antoine (zone 5)","Longues pauses à l'ombre.","Montgeron Crosne (zone 4)",,"Châtelet Les Halles",,,,N,,
31313,2016-08-14,"Surprise",10,,"Brigitte",20,20,20,1,2,1999/12/30 09:05:00,1999/12/30 09:19:00,1999/12/30 09:25:00,1999/12/30 09:38:00,1999/12/30 17:25:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:45:00,"Paris St Lazare","changement La Défense RER A (zone 3)","RV Maisons Laffitte (zone 4)","Improvisations en forêt de St Germain en Laye, pique-nique à l'étang du Corra. Allure modérée en raison de la chaleur annoncée.","St Germain en Laye (zone 4)",,"La Défense ",,,,N,,
30989,2016-08-14,"Journée",19,"Randonnée bellifontaine","Henri",26,26,26,1,3,1999/12/30 08:19:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:18:00,1999/12/30 16:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 16:41:00,"Paris Gare de Lyon",,"Bourron Marlotte Grez (zone 5)","Recloses, Carrefour des Sapins Rouges, gorges de Franchard, carrefour de Paris. Deux arrêts de 10mn. Une pause déjeuner de 30 mn. Nombreuses dénivelées.","Fontainebleau Avon (zone 5)",,"Paris Gare de Lyon",,,,N,,
31046,2016-08-14,"Journée",21,"La Boële et le Saulx","Richard23",24,24,24,1,2,1999/12/30 08:32:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:00:00,1999/12/30 16:59:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:28:00,"Paris Austerlitz RER C",,"RV St Michel s/Orge (zone 5)","L'Orge, Marcoussis, Montlhéry. GR655, GR111. Dénivelées: 450m.","St Michel s/Orge",,"Paris Austerlitz",,,"IGN 2315 OT.",N,,
31339,2016-08-14,"Surprise",4,,"Valérie",6,30,,2,3,1999/12/30 08:49:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:20:00,1999/12/30 18:07:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:41:00,"Paris Gare de Lyon",,"RV Bois le Roi (zone 5)","Parcours improvisé selon météo. Dénivelées.","Bois le Roi",,"Paris Gare de Lyon",,,,N,,
31340,2016-08-14,"Surprise",14,,"Katherine",20,20,20,1,2,1999/12/30 09:36:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 10:36:00,1999/12/30 17:13:00,1999/12/30 17:28:00,1999/12/30 17:38:00,1999/12/30 18:03:00,"Paris Est",,"La Ferté Milon (hors zone)","Au fil de l'Ourcq et à travers la campagne environnante.","Crouy sur Ourcq (zone 5)","changement Trilport","Paris Est",,,,N,,
31341,2016-08-14,"Surprise",6,,"Joël Royer",21,21,21,1,2,1999/12/30 08:16:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:53:00,1999/12/30 17:18:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:06:00,"Denfert Rochereau RER B",,"RV Courcelle sur Yvette (zone 5)"," Dénivelées.","St Rémy lès Chevreuse (zone 5)",,"Denfert Rochereau",,,,N,,
31342,2016-08-14,"Surprise",0,,"Nadine Kovarik",12,14,14,1,2,1999/12/30 12:04:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 12:52:00,1999/12/30 17:54:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:35:00,"Paris Nord",,"Luzarches (zone 5)","Pas de pause déjeuner. Dénivelées.","Orry la Ville  Coye (hors zone)",,"Paris Nord",,,,N,,
30915,2016-08-15,"Journée",33,"Au pied de Maroches, je vivais heureux...","Jacques Tronche",25,25,25,1,2,1999/12/30 08:42:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:31:00,1999/12/30 17:51:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:41:00,"Paris St Lazare",,"Vaux sur Seine (zone 5) ","Une boucle dans le bois de l'Hautil et la vallée de l'Aubette, par le manoir des Maroches et quelques jolis villages : Longuesse, Tessancourt, Evecquemont.","Vaux sur Seine",,"Paris St Lazare ",,,"IGN 2214 ET, 2113 ET.",N,,
30925,2016-08-15,"Journée",0,"Boucle autour de Maisons Laffitte","Philippe Obry et Milpattt",12,12,12,1,1,1999/12/30 12:08:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 12:20:00,1999/12/30 17:06:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:18:00,"La Défense RER A (zone 3)",,"RV Maisons Laffitte (zone 4)","Etoile du Tronchet, Croix St Simon, pavillon de la Muette, Etoile du Bout du Monde.","Maisons Laffitte (zone 4)",,"La Défense",,,"IGN 2214 ET.",N,,
30958,2016-08-15,"Journée",0,"Château des Reines","Le Samaritain",15,15,15,1,2,1999/12/30 11:51:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 12:21:00,1999/12/30 17:38:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:09:00,"Paris Est",,"Trilport (zone 5)","Pas de pause déjeuner. Forêt domaniale de Montceaux, Montceaux les Meaux, aqueduc de la Dhuis.","Trilport",,"Paris Est",,,"IGN 2513 OT.",N,,
31090,2016-08-15,"Journée",0,"Forêt et cours de l'Aubetin","Guillaume",22,22,22,1,2,1999/12/30 09:16:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:59:00,1999/12/30 17:45:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:42:00,"Paris Est",,"RV Mortcerf (zone 5)","Hautefeuille, le Moncet, le Poncet et sa cascade.","Faremoutiers Pommeuse (zone 5)",,"Paris Est",,,"IGN 2514 E.",N,,
31293,2016-08-15,"Surprise",0,,"Jérôme",20,24,24,1,3,1999/12/30 09:19:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:51:00,1999/12/30 17:37:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:13:00,"Paris Gare de Lyon",,"Bois le Roi (zone 5)","Improvisations, pause banane, pique-nique.","Bois le Roi",,"Paris Gare de Lyon",,,,N,,
31343,2016-08-16,"Surprise",0,,"Jean-Pierre BUCHEL",28,30,30,1,3,1999/12/30 08:19:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:50:00,1999/12/30 16:37:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:15:00,"Paris Gare de Lyon",,"RV Bois le Roi (zone 5)","Fontainebleau allées et rochers, Bas Bréau, Franchard, Apremont. Dénivelées.","Bois le Roi",,"Paris Gare de Lyon",,,,N,,
31022,2016-08-17,"Journée",0,,"Franck Tatibouet",20,20,20,1,2,1999/12/30 09:34:00,1999/12/30 10:19:00,1999/12/30 10:24:00,1999/12/30 10:39:00,1999/12/30 16:39:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:29:00,"Paris Nord surface banlieue","changement Persan Beaumont (zone 5)","Auvers sur Oise (zone 5)","Le Vieux Moulin, Nesles la Vallée.","L'Isle Adam Parmain (zone 5)",,"Paris Nord",,,"IGN 2313 OT.",N,,
31344,2016-08-17,"Surprise",0,,"Jacques Dubois",16,16,16,1,2,1999/12/30 08:46:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:21:00,1999/12/30 13:30:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 14:11:00,"Paris Gare de Lyon",,"RV Bois le Roi (zone 5)","Parcours varié.","Fontainebleau Avon (zone 5)",,"Paris Gare de Lyon",,,,N,,
31047,2016-08-18,"Journée",0,,"Claude B",35,35,35,1,3,1999/12/30 07:51:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:33:00,1999/12/30 16:27:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:09:00,"Paris Est",,"La Ferté sous Jouarre (zone 5)"," Dénivelées.","La Ferté sous Jouarre",,"Paris Est",,,,N,,
30945,2016-08-18,"Journée",0,"Bruyère et sable fin","Pénélope",4,22,,2,3,1999/12/30 08:19:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:23:00,1999/12/30 15:34:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 16:41:00,"Paris Gare de Lyon",,"Bagneaux sur Loing (zone 5)","Beau parcours.","Nemours St Pierre (zone 5)",,"Paris Gare de Lyon",,,"IGN 2417 OT, 2418 E.",N,,
30990,2016-08-19,"Journée",0,"Halte au chalet avant l'ascension du Mont Blanc","Bruno",25,27,27,1,2,1999/12/30 08:19:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:17:00,1999/12/30 17:34:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:41:00,"Paris Gare de Lyon",,"RV Bourron Marlotte Grez (zone 5)","Incursion dans le parc naturel régional du Gâtinais puis nous entrerons progressivement dans la végétation typique de la plus belle forêt de plaine de France. Bonne condition physique exigée. Deux dénivelées difficiles. GR13, circuit bleu n° 19.","Nemours St Pierre (zone 5)",,"Paris Gare de Lyon",,,"IGN 2417 OT.",N,,
31105,2016-08-20,"Journée",0,"Au loin sur le Loing","Hervé Bisson",13,15,15,1,1,1999/12/30 10:19:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 11:33:00,1999/12/30 17:23:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:41:00,"Paris Gare de Lyon",,"Souppes Château Landon (zone 5)","Cercanceaux (et la Réserve Naturelle).","Souppes Château Landon ",,"Paris Gare de Lyon",,,"IGN 2418 E.",N,,
31048,2016-08-20,"Journée",0,"A la (re)découverte du canal de l'Ourcq","Louis Kormann",22,24,24,1,3,1999/12/30 15:28:00,1999/12/30 15:45:00,1999/12/30 15:55:00,1999/12/30 16:02:00,1999/12/30 22:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,"Haussmann St Lazare RER E","changement Bondy (zone 3)","RV Gargan (zone 4)","Longeons le canal de l'Ourcq de Gargan à Paris. Pique-nique du soir. Aller : changement à Bondy entre RER E et T4.","métro Stalingrad vers",,,,,"IGN 2314 OT.",N,,
30926,2016-08-20,"Journée",0,"Trois bosses et une annexe !","Mustapha Bendib",36,39,39,1,4,1999/12/30 07:19:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 07:40:00,1999/12/30 17:49:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:26:00,"Paris Nord grandes lignes",,"Orry la Ville  Coye (hors zone)","Etangs de Comelle, butte aux Gendarmes, Senlis, forêt de Halatte. Dénivelées.","Pont Ste Maxence (hors zone)",,"Paris Nord",,,,N,,
30931,2016-08-20,"Journée",0,"Autour de Dourdan","Bernard Morio",,25,25,1,3,1999/12/30 08:10:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:55:00,1999/12/30 16:38:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:45:00,"Paris Austerlitz grandes lignes",,"Dourdan (zone 5)","Forêt de St Arnoult, St Arnoult-en-Yvelines, moulins de Trévoye, de Villeneuve et du Mesnil, Ponthévrard, forêt domaniale de Dourdan.","Dourdan (zone 5)",,"Paris Austerlitz",,,"IGN 2216 ET.",N,,
30959,2016-08-20,"Journée",0,"De Fontaine à Héricy","Le Samaritain",16,16,16,1,2,1999/12/30 09:19:00,1999/12/30 09:45:00,1999/12/30 09:50:00,1999/12/30 10:03:00,1999/12/30 16:50:00,1999/12/30 17:06:00,1999/12/30 17:13:00,1999/12/30 17:41:00,"Paris Gare de Lyon","changement Melun","Fontaine le Port (zone 5)","Forêt domaniale de Barbeau, la Brosse, Héricy, Vulaines s/Seine, Samoreau.","Héricy (zone 5)","changement Melun","Paris Gare de Lyon",,,"IGN 2417 OT.",N,,
31418,2016-08-20,"Surp nordiq",0,"Marche nordique dans le bois de Vincennes","Henri",2,10,,2,3,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:00:00,1999/12/30 12:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,,,"métro Château de Vincennes","Bois de Vincennes.","métro Château de Vincennes",,,,,,N,,
31419,2016-08-20,"Surprise",0,,"Edith",19,19,19,1,2,1999/12/30 08:51:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:34:00,1999/12/30 16:20:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:09:00,"Paris Est",,"La Ferté sous Jouarre (zone 5)","Reuil village, Luzancy, Courcelles,  Caumont. Dénivelées.","Nanteuil Saâcy (zone 5)",,"Paris Est",,,,N,,
31436,2016-08-20,"Surprise",0,,"Louïs Pel Camignol",18,18,18,1,2,1999/12/30 09:19:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:55:00,1999/12/30 17:38:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:15:00,"Paris Gare de Lyon ",,"Fontainebleau Forêt (zone 5)","Attention descendre à l'arrêt en forêt avant la gare de Fontainebleau. Sentiers bleu, passage dans les rochers. bonne condition physique. Dénivelées.","Bois le Roi (zone 5)",,"Paris Gare de Lyon",,,,N,,
31417,2016-08-20,"Surprise",0,,"Brigitte",20,20,20,1,2,1999/12/30 09:25:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 10:01:00,1999/12/30 17:13:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:39:00,"La Défense RER A (zone 3)",,"RV Cergy le Haut (zone 5)","Pique-nique à la base de loisirs, longue pause si le beau temps le permet. Dénivelées.","Neuville Université (zone 5)",,"La Défense",,,,N,,
30991,2016-08-21,"Nordique",0,"Marche nordique","Annick Cozic",10,10,10,1,3,1999/12/30 08:33:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:57:00,1999/12/30 12:03:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 12:18:00,"Javel RER C",,"Chaville Vélizy (zone 3)","Bois de Meudon. Dénivelées.","Chaville Vélizy ",,"Javel RER C",,,,N,,
30992,2016-08-21,"Nordique",0,"Marche nordique","Michel Cozic",12,12,12,1,4,1999/12/30 08:33:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:57:00,1999/12/30 12:03:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 12:18:00,"Javel RER C",,"Chaville Vélizy (zone 3)","Bois de Meudon. Dénivelées.","Chaville Vélizy ",,"Javel RER C",,,,N,,
31049,2016-08-21,"Journée",0,"Allons batifoler dans le Gâtinais","Guy Ensminger",28,28,28,1,2,1999/12/30 08:39:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:47:00,1999/12/30 18:26:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 19:48:00,"Paris Gare de Lyon RER D",,"Boutigny (zone 5)","Coignampuits, le château de Farcheville, la butte à Mercier, Valpuiseaux et Gironville. Dénivelées: 450m.","Buno Gironville (zone 5)",,"Paris Gare de Lyon",,,"IGN 2316 ET.",N,,
30927,2016-08-21,"Journée",0,"En partant des sources de la Bièvres","Philippe Obry et Hervé Bisson",12,12,12,1,1,1999/12/30 11:35:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 12:11:00,1999/12/30 17:16:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:41:00,"Paris Montparnasse",,"RV St Quentin en Yvelines (zone 5)","Bois des Roussières, étangs du Moulin à Renard, du Val et de la Geneste, forêt de Versailles. Dénivelées.","Versailles Chantiers (zone 4)",,"Paris Montparnasse",,,"IGN 2214 ET.",N,,
30938,2016-08-21,"Journée",0,"Egly à St Chéron","Liliane",18,20,20,1,2,1999/12/30 08:32:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:14:00,1999/12/30 16:47:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:43:00,"Paris Austerlitz RER C",,"Egly (zone 5)","Les bords de l'Orge puis le bassin de Trévoix avec son plan d'eau et sa zone de repos pour les oiseaux migrateurs. Ensuite par la plaine, la forêt et les villages de Bruyères le Châtel, Arpenty, St Maurice Montcouronne et Breux-Jouy. Dénivelées.","St Chéron (zone 5)",,"Paris Austerlitz",,,"IGN 2216 ET, 2315 0T.",N,,
31050,2016-08-21,"Journée",0,"Eau Bois et Jardins","Nicole HAMAYS",20,22,22,1,3,1999/12/30 08:39:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:51:00,1999/12/30 14:30:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,"Nation RER A",,"St Maur Créteil (zone 3)","Itinéraire varié, bords de Marne, bois de Vincennes... Jardin du Luxembourg. 2 pauses collation de 15mn.","Luxembourg RER B",,,,,"IGN 2314 OT.",N,,
31051,2016-08-21,"Nordique",0,"Marche nordique ","Jean Pradeau",2,8,,2,2,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:00:00,1999/12/30 12:15:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,,,"métro Château de Vincennes","Improvisations dans le bois après échauffements puis étirements en fin de séance. Accessible aux débutants possédant leurs bâtons, pas de location possible. Rendez-vous Esplanade St Louis à 9h15 devant les bancs où l'on pratique les échauffements. Pauses boisson, n'oubliez pas votre eau.","métro Château de Vincennes vers",,,,,,N,,
31420,2016-08-21,"Surprise",0,,"Le Did",22,22,22,1,2,1999/12/30 09:52:00,1999/12/30 10:30:00,1999/12/30 10:57:00,1999/12/30 11:06:00,1999/12/30 17:53:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:42:00,"Paris St Lazare","changement Mantes la Jolie","Bonnières (zone 5)","De Bonnières à Vernon par les rives droite ou gauche. Dénivelées.","Vernon (hors zone)",,"Paris St Lazare",,,,N,,
31437,2016-08-21,"Surprise",0,,"Nadine Kovarik",12,12,12,1,2,1999/12/30 11:56:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 12:45:00,1999/12/30 17:33:00,1999/12/30 17:35:00,1999/12/30 17:46:00,1999/12/30 18:32:00,"Paris Nord",,"RV L'Isle Adam Parmain (zone 5)","Pas de pause déjeuner. Dénivelées.","L'Isle Adam Parmain","changement Valmondois","Paris Nord",,,,N,,
31024,2016-08-22,"Journée",0,,"Franck Tatibouet",15,15,15,1,2,1999/12/30 10:20:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 10:45:00,1999/12/30 16:23:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 16:50:00,"Paris Montparnasse",,"RV Versailles Chantiers (zone 4)","Forêt de Versailles.","St Cyr (zone 5)",,"Paris Montparnasse",,,"IGN 2214 ET.",N,,
30960,2016-08-23,"Journée",0,"Autour de l'Orge","Le Samaritain",18,18,18,1,2,1999/12/30 09:47:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 10:38:00,1999/12/30 16:52:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:44:00,"Paris Austerlitz",,"Breuillet Village (zone 5)","Breux, Mirgaudon, St Chéron, St Maurice Montcouronne, Jouy.","Breuillet Village",,"Paris Austerlitz",,,"IGN 2216 ET.",N,,
31052,2016-08-23,"Nordique",0,"Marche nordique ","Jean Pradeau",2,8,,2,2,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:00:00,1999/12/30 12:15:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,,,"métro Château de Vincennes","Improvisations dans le bois après échauffements puis étirements en fin de séance. Accessible aux débutants possédant leurs bâtons, pas de location possible. Rendez-vous Esplanade St Louis à 9h15 devant les bancs où l'on pratique les échauffements. Pauses boisson, n'oubliez pas votre eau.","métro Château de Vincennes vers",,,,,,N,,
30928,2016-08-24,"Journée",0,"De Versailles à St Cyr l'Ecole","Philippe Obry et Christine Bréau",12,12,12,1,1,1999/12/30 11:58:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 12:10:00,1999/12/30 17:23:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:56:00,"Paris Montparnasse",,"RV Versailles Chantiers (zone 4)","Forêt de Versailles, étangs du Val et du Moulin à Renard. Dénivelées.","St Cyr (zone 5)",,"Paris Montparnasse",,,"IGN 2214 ET.",N,,
31421,2016-08-24,"Surprise",0,,"Daniel Enguehard",20,22,22,1,2,1999/12/30 08:49:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:27:00,1999/12/30 18:25:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 19:15:00,"Paris Gare de Lyon",,"Fontainebleau Avon (zone 5)","Gorges de Franchard. Dénivelées.","Fontainebleau Avon (zone 5)",,"Paris Gare de Lyon",,,,N,,
31438,2016-08-24,"Surprise",0,,"Jacques Dubois",4,16,,2,2,1999/12/30 08:46:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:26:00,1999/12/30 13:30:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 14:11:00,"Paris Gare de Lyon",,"RV Fontainebleau Avon (zone 5)","Parcours varié.","Fontainebleau Avon",,"Paris Gare de Lyon",,,,N,,
30993,2016-08-26,"Journée",0,"Le désert d'Apremont","Bruno",28,30,30,1,2,1999/12/30 08:46:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:21:00,1999/12/30 18:07:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:41:00,"Paris Gare de Lyon",,"RV Bois le Roi (zone 5)","Une classique pour celles et ceux qui aiment les dénivelées et les rochers. Traversée du rocher Canon, du Cuvier Châtillon et tour des gorges d'Apremont avec leurs points de vue sur la tour Eiffel. Bonne condition physique exigée.","Bois le Roi",,"Paris Gare de Lyon",,,"IGN 2417 OT.",N,,
31119,2016-08-27,"Journée",0,"Bruyère et sable fin","Pénélope",4,22,,2,3,1999/12/30 08:19:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:28:00,1999/12/30 15:34:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 16:41:00,"Paris Gare de Lyon",,"Bagneaux sur Loing (zone 5)","Parcours improvisé.","Nemours St Pierre (zone 5)",,"Paris Gare de Lyon",,,"IGN 2417 OT, 2418 E.",N,,
